Participant ID,Video Name,Timestamp,X,Y,Width,Height
Participant01,Video01,20240719_085301348566,1066,643,105,105
Participant01,Video01,20240719_085301348566,829,654,94,94
Participant01,Video01,20240719_085302710062,1140,691,62,62
Participant01,Video01,20240719_085302710062,1093,694,67,67
Participant01,Video01,20240719_085303876538,1097,660,86,86
Participant01,Video01,20240719_085304978458,879,684,76,76
Participant01,Video01,20240719_085304978458,1074,650,111,111
Participant01,Video01,20240719_085304978458,1050,676,84,84
