Participant ID,Video Name,Timestamp,X,Y,Width,Height
Participant01,Video01,20240719_090418457622,813,629,117,117
Participant01,Video01,20240719_090418457622,1039,621,118,118
Participant01,Video01,20240719_090420027441,1066,617,111,111
Participant01,Video01,20240719_090420027441,836,642,88,88
Participant01,Video01,20240719_090421527090,1082,579,113,113
Participant01,Video01,20240719_090421527090,875,596,95,95
Participant01,Video01,20240719_090422959795,1121,559,102,102
Participant01,Video01,20240719_090422959795,909,558,105,105
Participant01,Video01,20240719_090424327098,946,527,108,108
Participant01,Video01,20240719_090424327098,1154,539,95,95
Participant01,Video01,20240719_090428035143,1046,569,97,97
Participant01,Video01,20240719_090428035143,845,577,91,91
Participant01,Video01,20240719_090432132076,866,633,88,88
Participant01,Video01,20240719_090432132076,1072,617,106,106
Participant01,Video01,20240719_090436205881,1068,571,107,107
Participant01,Video01,20240719_090436205881,858,575,108,108
Participant01,Video01,20240719_090440338881,1117,514,134,134
Participant01,Video01,20240719_090440338881,988,499,44,44
Participant01,Video01,20240719_090440338881,909,538,98,98
Participant01,Video01,20240719_090443940702,1128,547,129,129
Participant01,Video01,20240719_090443940702,895,554,122,122
