Participant ID,Video Name,Timestamp,X,Y,Width,Height
Participant01,Video01,20240718_152517832529,749,610,73,73
Participant01,Video01,20240718_152517832542,935,613,73,73
Participant01,Video01,20240718_152518031556,823,624,44,44
Participant01,Video01,20240718_152518031594,778,605,69,69
Participant01,Video01,20240718_152518031605,964,611,62,62
Participant01,Video01,20240718_152518198072,982,605,64,64
Participant01,Video01,20240718_152518198109,806,600,67,67
Participant01,Video01,20240718_152518198121,852,619,47,47
Participant01,Video01,20240718_152518361766,841,596,57,57
Participant01,Video01,20240718_152518361810,1011,595,61,61
Participant01,Video01,20240718_152518529591,864,579,53,53
Participant01,Video01,20240718_152518529623,1032,580,54,54
Participant01,Video01,20240718_152518694522,874,563,55,55
Participant01,Video01,20240718_152518694564,1043,562,56,56
Participant01,Video01,20240718_152518694577,1021,570,50,50
Participant01,Video01,20240718_152518873966,878,556,55,55
Participant01,Video01,20240718_152518873996,1040,557,56,56
Participant01,Video01,20240718_152519072090,1041,556,55,55
Participant01,Video01,20240718_152519072119,875,555,55,55
Participant01,Video01,20240718_152519072128,912,562,48,48
Participant01,Video01,20240718_152519272796,874,556,55,55
Participant01,Video01,20240718_152519272835,1039,559,54,54
Participant01,Video01,20240718_152519458617,1036,564,54,54
Participant01,Video01,20240718_152519458648,871,562,55,55
Participant01,Video01,20240718_152519458656,909,571,46,46
Participant01,Video01,20240718_152519659592,869,567,56,56
Participant01,Video01,20240718_152519659623,1032,566,57,57
Participant01,Video01,20240718_152519659631,906,575,48,48
Participant01,Video01,20240718_152519872913,1037,570,52,52
Participant01,Video01,20240718_152519872944,876,571,52,52
Participant01,Video01,20240718_152520060333,1039,574,53,53
Participant01,Video01,20240718_152520060365,880,577,51,51
Participant01,Video01,20240718_152520239197,1049,573,53,53
Participant01,Video01,20240718_152520239232,889,576,52,52
Participant01,Video01,20240718_152520426940,1061,582,43,43
Participant01,Video01,20240718_152520426970,891,580,46,46
Participant01,Video01,20240718_152520606988,1060,594,55,55
Participant01,Video01,20240718_152520607019,894,595,54,54
Participant01,Video01,20240718_152520810605,1055,610,56,56
Participant01,Video01,20240718_152520810638,925,620,45,45
Participant01,Video01,20240718_152520810647,883,608,58,58
Participant01,Video01,20240718_152521010243,1038,610,62,62
Participant01,Video01,20240718_152521010273,858,608,64,64
Participant01,Video01,20240718_152521200269,1017,595,66,66
Participant01,Video01,20240718_152521200308,835,599,61,61
Participant01,Video01,20240718_152521375186,1006,598,65,65
Participant01,Video01,20240718_152521375218,813,595,67,67
Participant01,Video01,20240718_152521561517,993,605,42,42
Participant01,Video01,20240718_152521561548,793,596,52,52
Participant01,Video01,20240718_152521561557,1016,599,50,50
Participant01,Video01,20240718_152521767140,784,587,72,72
Participant01,Video01,20240718_152521767186,980,591,72,72
Participant01,Video01,20240718_152521979981,973,597,73,73
Participant01,Video01,20240718_152521980011,770,593,74,74
Participant01,Video01,20240718_152522179997,964,601,80,80
Participant01,Video01,20240718_152522180027,760,596,82,82
Participant01,Video01,20240718_152522365238,960,612,68,68
Participant01,Video01,20240718_152522365281,754,605,75,75
Participant01,Video01,20240718_152522534637,957,617,67,67
Participant01,Video01,20240718_152522534668,753,612,72,72
Participant01,Video01,20240718_152522534677,1025,643,44,44
Participant01,Video01,20240718_152522731665,754,612,82,82
Participant01,Video01,20240718_152522731705,961,613,82,82
Participant01,Video01,20240718_152522731716,1026,646,52,52
Participant01,Video01,20240718_152522895290,970,650,41,41
Participant01,Video01,20240718_152522895320,769,646,45,45
Participant01,Video01,20240718_152523076671,994,683,56,56
Participant01,Video01,20240718_152523076703,959,682,54,54
Participant01,Video01,20240718_152523274355,967,702,57,57
Participant01,Video01,20240718_152523274386,994,701,63,63
Participant01,Video01,20240718_152523274398,944,655,119,119
Participant01,Video01,20240718_152523478254,969,705,62,62
Participant01,Video01,20240718_152523478284,1010,709,57,57
Participant01,Video01,20240718_152523676725,1001,726,55,55
Participant01,Video01,20240718_152523676758,966,720,62,62
Participant01,Video01,20240718_152523873947,949,705,81,81
Participant01,Video01,20240718_152524074401,960,716,56,56
Participant01,Video01,20240718_152524074434,968,689,98,98
Participant01,Video01,20240718_152524269565,992,684,87,87
Participant01,Video01,20240718_152524269596,784,705,66,66
Participant01,Video01,20240718_152524482050,1000,698,77,77
Participant01,Video01,20240718_152524482079,799,711,67,67
Participant01,Video01,20240718_152524676648,1007,696,85,85
Participant01,Video01,20240718_152524676679,793,709,76,76
Participant01,Video01,20240718_152524877827,804,720,71,71
Participant01,Video01,20240718_152524877859,1018,705,84,84
Participant01,Video01,20240718_152524877869,1000,721,65,65
Participant01,Video01,20240718_152525077404,1029,716,78,78
Participant01,Video01,20240718_152525077434,1011,732,57,57
Participant01,Video01,20240718_152525077443,822,733,60,60
Participant01,Video01,20240718_152525384575,1016,747,55,55
Participant01,Video01,20240718_152525384606,1056,751,52,52
Participant01,Video01,20240718_152525384619,1001,701,111,111
Participant01,Video01,20240718_152525384629,834,743,67,67
