Participant ID,Video Name,Timestamp,X,Y,Width,Height
Participant01,Video01,20240718_155444038471,1182,600,46,46
Participant01,Video01,20240718_155444038471,981,657,78,78
Participant01,Video01,20240718_155444038471,1031,677,53,53
Participant01,Video01,20240718_155444038471,1197,633,98,98
Participant01,Video01,20240718_155447079977,1209,633,108,108
Participant01,Video01,20240718_155447079977,1002,671,75,75
Participant01,Video01,20240718_155447079977,979,677,65,65
Participant01,Video01,20240718_155450114571,1210,642,99,99
Participant01,Video01,20240718_155450114571,987,668,78,78
Participant01,Video01,20240718_155452445400,1203,677,73,73
Participant01,Video01,20240718_155454778139,1059,700,48,48
Participant01,Video01,20240718_155454778139,1015,684,74,74
Participant01,Video01,20240718_155454778139,1228,662,90,90
Participant01,Video01,20240718_155457111816,1224,663,95,95
Participant01,Video01,20240718_155457111816,1010,687,76,76
Participant01,Video01,20240718_155459483665,1213,661,96,96
Participant01,Video01,20240718_155501849817,1217,664,97,97
Participant01,Video01,20240718_155501849817,1193,687,72,72
Participant01,Video01,20240718_155501849817,996,685,89,89
Participant01,Video01,20240718_155504218202,1227,662,96,96
Participant01,Video01,20240718_155504218202,1011,691,79,79
Participant01,Video01,20240718_155506617832,1027,706,59,59
Participant01,Video01,20240718_155506617832,1222,668,92,92
