Participant ID,Video Name,Timestamp,X,Y,Width,Height
Participant01,Video01,20240718_141729269325,1069,711,97,97
Participant01,Video01,20240718_141729436025,919,771,40,40
Participant01,Video01,20240718_141729436057,1079,726,82,82
Participant01,Video01,20240718_141729436066,841,740,70,70
Participant01,Video01,20240718_141729603300,833,763,47,47
Participant01,Video01,20240718_141729938035,1070,768,46,46
Participant01,Video01,20240718_141730098756,1071,772,47,47
Participant01,Video01,20240718_141730271066,1087,751,80,80
Participant01,Video01,20240718_141730766989,1065,768,58,58
Participant01,Video01,20240718_141730933362,1072,761,49,49
Participant01,Video01,20240718_141731103116,1062,749,66,66
Participant01,Video01,20240718_141731269540,1064,749,66,66
Participant01,Video01,20240718_141731269569,1101,752,62,62
Participant01,Video01,20240718_141732272617,1107,755,53,53
Participant01,Video01,20240718_141732432835,1099,739,71,71
